timestamp,tweet_text,username,all_hashtags,followers_count
2020-06-02 18:49:55,"b'I see the big names ignoring things mostly and tossing out a little #BlackLivesMatter because they were probably pressured into it because they\xe2\x80\x99d \xe2\x80\x9crather not\xe2\x80\x9d get involved. No message, no supportive anything.  Keep your measly pressured \xe2\x80\x9cBlackLivesMatter\xe2\x80\x9d hashtag.'",b'lavvicorgi',['BlackLivesMatter'],268
2020-06-02 18:49:55,"b'Don\xe2\x80\x99t just watch, listen. REALLY LISTEN. #BlackLivesMatter #blackoutuesday https://t.co/fcFPrdJjNn'",b'iamRayeWilliams',"['BlackLivesMatter', 'blackoutuesday']",1327
2020-06-02 18:49:55,"b""I've said it before and I will say it again: @JKCorden KNOWS WHATS UP  -He speaks out when he sees injustice -He doesn't tolerate wrongs -He was one of the first English talk show hosts to respect BTS -And now he's speaking out to help support #BlackLivesMatter   Take notes guys! https://t.co/SFZ0rgt1xr""",b'ShorterthanJ',['BlackLivesMatter'],172
2020-06-02 18:49:55,"b'""A lot of people are trying to paint this situation as just one of many things. People want simple... but you can\'t paint this situation with a broad brush... the basic starting point has to be #BlackLivesMatter "" - @PhillyD  https://t.co/hrqGTMc8kO'",b'agentcupholder',['BlackLivesMatter'],56
2020-06-02 18:49:55,b'Blackout Tuesday is saying you won\xe2\x80\x99t be posting about yourself today. It does NOT mean stop using your voice to speak out for what is right. #BlackLivesMatter #BlackoutTuesday',b'KeatonStromberg',"['BlackLivesMatter', 'BlackoutTuesday']",538540
2020-06-02 18:49:54,b'Are criminals some white people and other people are putting my community into a position that they think that we\xe2\x80\x99re a danger to society but in reality we\xe2\x80\x99re just people #BlackOutDay2020 #BlackLivesMatter #JusticeForGeorgeFloyd',b'sistermya23',"['BlackOutDay2020', 'BlackLivesMatter', 'JusticeForGeorgeFloyd']",489
2020-06-02 18:49:54,"b'Tap photo for important Black voices. #blacklivesmatter #blackout #blackouttuesday @ Chicago, Illinois https://t.co/a80YEU4nAV'",b'HeatherAShannon',"['blacklivesmatter', 'blackout', 'blackouttuesday']",241
2020-06-02 18:49:54,b'almost like having a president who tells law enforcement they can pretty much do whatever they want leads to law enforcement doing whatever they want...  #BlackLivesMatter',b'B_Lee253',['BlackLivesMatter'],197
2020-06-02 18:49:54,"b'While we fight against Racism &amp; all sorts, Truth is that ""Racism may never go away"". #BlackLivesMatter #JusticeForGeorgeFloyd'",b'ChardTheNerd',"['BlackLivesMatter', 'JusticeForGeorgeFloyd']",212
2020-06-02 18:49:54,"b'The only people who are ignorant in this situation is you and people who think like you, girl shutup . #BlackLivesMatter https://t.co/GJKv0WeWYu'",b'iriapaige',['BlackLivesMatter'],56
2020-06-02 18:49:53,b'In USA #BlackLivesMatter. In India #MuslimLivesMatter.  Though manu hindus want to believe that actually #HindusLivesMatter because of fake news about hindus dying at the hand of Muslims in droves. That is how fucked up we are now.',b'ProtyushNandi',"['BlackLivesMatter', 'MuslimLivesMatter', 'HindusLivesMatter']",304
2020-06-02 18:49:53,b'Thank you @AppleMusic for being more unifying during this time than our own president. Click on \xe2\x80\x98browse\xe2\x80\x99 and listen together to support black artists today \xf0\x9f\x96\xa4 #BlackLivesMatter https://t.co/xUO4Gz4wGi',b'vaallll_',['BlackLivesMatter'],425
2020-06-02 18:49:53,b'How many votes does it normally take to get elected in the US? I know you have a weird system but like a rough estimate of people @JCLayfield @BradleyWhitford #BlackLivesMatter #bunkerbitch #protests #GeorgeFloydProtests  #EndRacism',b'PopTartDictator',"['BlackLivesMatter', 'bunkerbitch', 'protests', 'GeorgeFloydProtests', 'EndRacism']",25
2020-06-02 18:49:53,"b""Idk where this blackoutday hashtag came from but it's not helpful and it's fkn up the progress of #BlackLivesMatter DO NOT USE THEM IN THE SAME TWEET!  You're fkn up the rotation.""",b'LivNthedream_',['BlackLivesMatter'],169
2020-06-02 18:49:53,"b"".@randallwoodfin Confederate statues are an affront to all Americans. They glorify treason as well as being symbols of racism, slavery and man's inhumanity to man. Good riddance to bad rubbish. #BlackLivesMatter""",b'DorothyDeMello',['BlackLivesMatter'],188
2020-06-02 18:49:53,b'@AltMtRainier @GeorgeTakei @SeattlePD Not any America I want to be part of. #BlackLivesMatter #TrumpIncitesViolence',b'MissRavennative',"['BlackLivesMatter', 'TrumpIncitesViolence']",35
